Id_bien;No_voie;BTQ;Type _voie;Voie;Total_ pieces ;Surface_local;Surface Carrez;Type_local;Id_codedep_codecommune
8795;29;;AV;DU CONSUL GEN NORDLING;1;29;28;Appartement;93_046
8796;40;;RUE;CONDORCET;2;40;39,13;Appartement;93_048
8797;50;;RUE;THEOPHILE GAUBERT;3;76;76,7;Appartement;93_050
8798;4;;AV;DES SYCOMORES;2;35;34,73;Appartement;93_061
8799;32;;ALL;THIELLEMENT;3;68;67,3;Appartement;93_062
8800;4;;RUE;GISQUET;2;33;36,95;Appartement;93_066
8801;9;;RUE;ROUSSEL;2;38;29,03;Appartement;93_066
8802;3;;AV;LAGACHE;1;38;36,03;Appartement;93_077
8803;40;;RUE;DU BAC;2;34;33,98;Appartement;94_001
8804;6;;RUE;DE LA CITADELLE;3;68;62,91;Appartement;94_016
8805;20;;RUE;DU POITOU;4;78;81,82;Appartement;94_021
8806;2;;RUE;DE VERDUN;1;26;25,98;Appartement;94_022
8807;15;;MAIL;ALBERT JACQUARD;2;39;39,91;Appartement;94_022
8808;26;;AV;DE LA DAME BLANCHE;4;141;139,31;Appartement;94_033
8809;79;;RUE;EUGENE MARTIN;3;105;101,51;Appartement;94_033
8810;80;;BD;PASTEUR;4;62;60,76;Appartement;94_034
8811;106;;RUE;MOLIERE;2;45;44,45;Appartement;94_041
8812;27;;RUE;CARNOT;2;44;45,07;Appartement;94_041
8813;5;;RUE;HALIFAX;3;76;77,56;Appartement;94_042
8814;1;;RUE;CHABERT;2;38;38,73;Appartement;94_046
8815;118;;RUE;DE LA PAIX;4;70;86,57;Appartement;94_058
8816;55;;RUE;BOURDIGNON;3;62;62,15;Appartement;94_068
8817;1;;RUE;DE PROVENCE;4;70;70,04;Appartement;94_068
8818;7;;RUE;JEANNE D ARC;4;86;87,87;Appartement;94_073
8819;91;;AV;DE PARIS;1;17;17,85;Appartement;94_076
8820;35;;AV;GABRIEL PERI;3;54;61,25;Appartement;94_080
8821;25;;RUE;PASTEUR;3;56;56,83;Appartement;95_018
8822;4;;ALL;HELENE BOUCHER;4;87;91,2;Appartement;95_051
8823;49;B;RUE;SAINT GERVAIS;2;31;31,2;Appartement;95_060
8824;17;;RTE;DE BEAUVAIS;4;85;97,8;Maison;95_078
8825;8;;SQ;DU MIDI;2;38;37,92;Appartement;95_127
8826;24;;RUE;NAPOLEON FAUVEAU;4;91;90,77;Appartement;95_197
8827;4;;RUE;JEAN JACQUES ROUSSEAU;4;72;73,71;Appartement;95_219
8828;1;;RUE;CHARLES GOUNOD;5;95;94,94;Appartement;95_219
8829;11;;RUE;DU DRAIN;3;84;100,14;Maison;95_488
8830;8;;VGE;DU BEAUREGARD;5;90;105,41;Maison;95_488
8831;32;;RUE;GEORGES BOUCHER;2;36;35,38;Appartement;95_488
8832;;;;DERRIERE LES TOURNELLES;3;67;67,8;Maison;95_527
8833;1;;RUE;GUY SOURCIS;2;32;32,25;Appartement;95_572
8834;1760;F;LOT;LES CITRONNELLES;4;66;73,69;Maison;972_205
8835;5767;F;RES;LES RAMIERS 1;2;38;37,68;Appartement;972_231
8836;1;;RTE;DE RABAN;1;22;22,85;Appartement;973_302
8837;60;;ALL;DES FRERES CAUDRON;2;51;50,64;Appartement;01_004
8838;86;;RUE;DE LA REPUBLIQUE;1;39;38;Appartement;01_033
8839;88;;RUE;DU PETIT CHAMP;4;102;99,13;Maison;01_419
8840;20;G;RUE;DES OEUVRES DE CHINE;4;80;92;Maison;02_173
8841;2;;RUE;DE BAPAUME;4;81;81,62;Appartement;02_810
8842;7215;;;LA SESTRIERE;1;27;26,99;Appartement;04_006
8843;4;;PL;DE LA MAIRIE;2;51;53,1;Appartement;04_070
8844;5230;;;LE SUPERSAUZE;2;23;35,2;Appartement;04_073
8845;9001;;RES;JEANNE D ARC;1;31;30,05;Appartement;04_112
8846;53;;RUE;DELEUZE;2;85;72,07;Appartement;04_209
8847;;;RES;PRA CHAUVET;2;36;37,55;Appartement;04_226
8848;38;;AV;ROBERT SOLEAU;4;88;87,15;Appartement;06_004
8849;45;;RUE;DE LA REPUBLIQUE;2;63;62,31;Appartement;06_004
8850;6;;BD;DE LA PINEDE;2;51;51,01;Appartement;06_004
8851;22;;RUE;DU PFR CALMETTE;3;72;67,3;Appartement;06_012
8852;33;;RUE;MARTYRS RESISTANCE;3;72;71,3;Appartement;06_012
8853;1;;RUE;DE LA MARNE MAL JOFFRE;2;18;15,41;Appartement;06_083
8854;7;;RUE;ARDOINO;3;60;61,04;Appartement;06_083
8855;211;;AV;DE LA GRAND'PIECE;3;68;68,58;Appartement;06_084
8856;99;;AV;HESPERIDES;2;30;27,57;Appartement;06_088
8857;12;;RUE;ABBAYE;4;59;60,77;Appartement;06_088
8858;10;;RUE;VERDI;1;23;22,24;Appartement;06_088
8859;352;;AV;DE FABRON;5;102;100,56;Maison;06_088
8860;2;;RUE;FALICON;2;32;32,98;Appartement;06_103
8861;17;;AV;FRANCOIS DE MONLEON;1;19;17,13;Appartement;06_104
8862;8;;AV;LEON DELOYE;3;83;106,78;Maison;06_149
8863;18;;AV;DU MIDI;2;46;46,76;Appartement;06_155
8864;250;;BD;DES HORIZONS;3;46;46,58;Appartement;06_155
8865;17;;PROM;DES MARINIERES;2;45;38,75;Appartement;06_159
8866;6;;AV;ALBERT 1ER;1;15;15,72;Appartement;06_159
8867;179;;RUE;DE FRANCE;1;33;26,4;Appartement;06_163
8868;2;;CHE;DE LAPRAS;3;55;54,95;Appartement;07_010
8869;201;;ALL;DES ONDINES;3;78;79,02;Appartement;07_102
8870;5114;;;LE VILLAGE;3;70;23,24;Maison;07_131
8871;26;;RUE;DES GENETS;3;73;25,72;Appartement;08_385
8872;8;;RUE;JEAN MONNET;3;71;77,73;Maison;10_323
8873;27;;AV;MARECHAL FOCH;2;38;33,29;Appartement;13_022
8874;97;;ALL;SURCOUF;4;66;70,86;Maison;13_028
8875;151;;AV;FRANKLIN ROOSEVELT;2;52;52,3;Appartement;13_028
8876;10;;RUE;BERNARD DU BOIS;2;45;44,87;Appartement;13_201
8877;50;;RUE;PARADIS;3;78;75,1;Appartement;13_201
8878;5;;RUE;CURIOL;1;22;20,1;Appartement;13_201
8879;19;;RUE;DU PETIT PUITS;2;34;35,12;Appartement;13_202
8880;78;;RUE;CHEVALIER PAUL;1;31;30,83;Appartement;13_202
8881;12;;RUE;TOUSSAINT;1;25;27,77;Appartement;13_203
8882;18;;BD;DE ROUX;4;60;63;Appartement;13_204
8883;19;;BD;DE ROUX;4;60;63,74;Appartement;13_204
8884;14;;BD;PARDIGON;2;32;36,31;Appartement;13_204
8885;2;;RUE;SAINT PIERRE;1;18;18,8;Appartement;13_206
8886;95;;AV;DE LA MADRAGUE MONTREDON;1;30;29,81;Appartement;13_208
8887;34;;BD;GASTON CREMIEUX;3;60;85,2;Appartement;13_208
8888;216;;AV;DU PRADO;4;101;101,76;Appartement;13_208
8889;123;;TRA;PARANGON;4;76;72,28;Appartement;13_208
8890;131;;AV;DU PRADO;3;88;85,02;Appartement;13_208
8891;49;;BD;DE MAILLANE;4;78;75,93;Appartement;13_208
8892;199;;AV;DU PRADO;2;60;51,9;Appartement;13_208
8893;130;;CHE;DE MORGIOU;4;90;90,74;Appartement;13_209
8894;2;;RUE;ANTOINE BLANC;1;18;17,8;Appartement;13_210
8895;20;;BD;BARA;4;100;80;Maison;13_213
8896;90;;BD;CHARLES MORETTI;3;54;53,3;Appartement;13_214
8897;28;;BD;GEORGES POMPIDOU;1;19;19,6;Appartement;14_118
8898;8;;RUE;DES VILLAS;1;32;27,03;Appartement;14_220
8899;24;;ALL;DES FOUGERES;5;192;230,23;Maison;14_338
8900;34;;VC;RES L HERMITAGE;2;37;38,25;Appartement;14_701
8901;93;;RUE;DES BAINS;3;40;26,02;Appartement;14_715
8902;1;;AV;P CASSAGNAVERE;2;34;35,4;Appartement;14_715
8903;9040;;AV;DES GABIONS;2;26;26,61;Appartement;14_754
8904;6436;;VC;RES LES PORTES DE LA MER;2;31;30,96;Appartement;14_754
8905;6;;RUE;PORT THUREAU;2;32;32,89;Appartement;16_015
8906;7;;PL;DE LA REPUBLIQUE;1;16;37,7;Appartement;17_028
8907;66;;AV;DU PORT;1;23;39,81;Appartement;17_230
8908;12;;RUE;SAINT CYBARD;3;55;55,2;Appartement;17_274
8909;89;;RUE;DU STADE;2;43;42,79;Appartement;17_274
8910;24;B;ALL;DU MAIL;4;89;89,27;Appartement;17_300
8911;8;;RUE;FRANCK ANCELIN;4;93;90,62;Appartement;17_300
8912;25;;RUE;JEAN JACQUES ROUSSEAU;1;38;35,07;Appartement;18_033
8913;48;;RUE;EDOUARD VAILLANT;2;43;37,9;Appartement;18_033
8914;4;;RUE;DE LA POSTE;2;41;39,71;Appartement;22_106
8915;34;;RUE;DE GOUET;2;42;41,62;Appartement;22_278
8916;2;;RUE;DU GEN DE CASTELNAU;3;81;78,12;Maison;22_325
8917;7;;RUE;BAUDELAIRE;4;76;76,69;Appartement;25_462
8918;3;;RUE;DU CLOUSEY;4;70;68,1;Appartement;25_495
8919;12;;RUE;PIERRE JULIEN;2;36;20;Appartement;26_198
8920;1;;RUE;VIEILLE CITE;2;40;35,43;Maison;26_357
8921;120;;RUE;DE VOVES;4;88;88,35;Appartement;28_110
8922;20;B;RUE;DE VACHERESSES;3;54;50,79;Appartement;28_213
8923;1;;RUE;DU VERCORS;5;110;110,05;Appartement;29_019
8924;50;;RUE;ROBERT DOISNEAU;4;87;99,11;Maison;29_019
8925;350;;RUE;CAPITAINE ALFRED DREYFUS;2;50;50,11;Appartement;29_019
8926;24;;RUE;YVES COLLET;1;36;36;Appartement;29_019
8927;9369;;RUE;DU VISTRE;3;36;27,67;Appartement;30_003
8928;430;;AV;DU PALAIS DE LA MER;1;20;19,45;Appartement;30_133
8929;1019;;RTE;DE COURBESSAC;1;22;23,14;Appartement;30_189
8930;1;;RUE;DE BOURGOGNE;2;47;45;Appartement;30_189
8931;4;B;RUE;DES CALQUIERES;2;40;37,46;Appartement;30_189
8932;46;;BD;DE SUISSE;2;44;44,1;Appartement;31_555
8933;18;;AV;DE LA COLONNE;3;59;67,32;Appartement;31_555
8934;9;;RUE;BOULBONNE;1;24;21,68;Appartement;31_555
8935;15;;RUE;GUSTAVE FLAUBERT;3;63;62,52;Appartement;31_584
8936;41;;RUE;DES FLANDRES;3;71;117,59;Maison;33_005
8937;9;;ALL;JEAN BALDE;1;26;23,9;Appartement;33_009
8938;19;;RUE;DE CASTOR;4;83;82,57;Maison;33_029
8939;9001;;CITE;MAURICE THOREZ;4;74;72,21;Appartement;33_039
8940;4;;RUE;HUGLA;2;49;50,58;Appartement;33_063
8941;3;;RUE;LUFLADE;3;63;58,22;Appartement;33_063
8942;90;;RUE;DU VELODROME;4;85;83,38;Appartement;33_063
8943;30;;ALL;HAUSSMANN;3;62;62,35;Appartement;33_063
8944;224;;AV;EYSINES CAUD;3;58;58,98;Appartement;33_063
8945;9;;RUE;MARS;4;73;74,24;Maison;33_200
8946;10;;RES;LES CIGALINES;3;32;30,52;Maison;33_214
8947;21;;IMP;DU COMMANDANT COUSTEAU;3;62;65,49;Appartement;33_249
8948;15;;AV;DE BELLE FRANCE;5;75;64,3;Appartement;33_281
8949;21;;ALL;DES TOURBIERES;3;62;61,85;Appartement;33_312
8950;9015;;ALL;DE LA SOURCE;4;81;90,6;Maison;33_519
8951;690;;CRS;DE LA LIBERATION;1;21;20,66;Appartement;33_522
8952;690;;CRS;DE LA LIBERATION;1;20;20,07;Appartement;33_522
8953;19;;RUE;DES PLAINES;4;92;97,27;Maison;33_527
8954;1;;AV;DES GALERES;2;27;27,39;Appartement;34_003
8955;1;;ALL;DES SOURCES;1;31;31,29;Appartement;34_023
8956;2;;RUE;MAITRE GERVAIS;5;111;109,01;Appartement;34_032
8957;2128;;RES;LES PINS;2;38;36,25;Appartement;34_108
8958;9;;RUE;MOLIERE;5;126;98,58;Maison;34_108
8959;9595;;BD;DU PORT;2;64;65,85;Appartement;34_157
8960;2;;RUE;ERNEST MICHEL;4;177;184,2;Appartement;34_172
8961;7;;SQ;MURILLO;1;38;38,84;Appartement;34_172
8962;76;;CHE;DES MAZES;5;108;107,27;Maison;34_217
8963;71;;RUE;MONTMORENCY;2;58;59,25;Appartement;34_301
8964;15;;RUE;CARNOT;4;56;57,35;Appartement;35_049
8965;16;;BD;DU GRAND BOIS;3;63;63,02;Appartement;35_059
8966;3;;ALL;DES ALCHEMILLES;3;62;62,85;Appartement;35_196
8967;5;;RUE;DE L HERMITAGE;1;34;39,27;Appartement;35_240
8968;15;;RUE;DES MELLIERS;5;99;97,51;Appartement;35_278
8969;32;;RUE;DES BAS SABLONS;2;53;68,36;Appartement;35_288
8970;45;;RUE;GEORGES CLEMENCEAU;2;43;38,05;Appartement;35_288
8971;12;;ALL;DU BOSQUET;2;51;49,81;Appartement;37_122
8972;2;;SQ;DES CEDRES;3;60;60,49;Appartement;38_151
8973;104;;CRS;JEAN JAURES;1;57;54,88;Appartement;38_151
8974;8;;RUE;YVES FARGE;4;65;63,07;Appartement;38_169
8975;2;;PL;JACQUELINE MARVAL;4;92;93,54;Appartement;38_185
8976;4;;PL;PAUL MISTRAL;3;92;92,59;Appartement;38_185
8977;10;;SQ;DES FUSILLES;4;71;68,5;Appartement;38_185
8978;506;;RTE;RD 30;3;65;64,88;Appartement;38_397
8979;128;;RUE;DES ROGATIONS;3;70;68,85;Appartement;40_046
8980;9;;ALL;DES BERGES LANDAISES;2;46;45,85;Appartement;40_065
8981;5;;RUE;DE NICE;4;62;62,54;Appartement;40_065
8982;2752;;AV;DE L OCEAN;3;25;25,17;Appartement;40_150
8983;13;;RUE;DU CAMP D ARGENT;3;61;59,31;Appartement;40_184
8984;356;;RUE;BREMONTIER;3;51;51,16;Appartement;40_187
8985;356;;RUE;BREMONTIER;1;21;20,52;Appartement;40_187
8986;9;;RUE;DE LA TANNERIE;2;50;51,39;Appartement;40_192
8987;43;;RUE;PIERRE LISSE;1;25;25,86;Appartement;40_192
8988;835;;RUE;DE L'EUROPE;3;72;71,56;Appartement;40_279
8989;504;;ALL;DE CHRISTUS;2;38;38,34;Appartement;40_279
8990;2;;RUE;DE MAOUCOUT;2;52;52;Appartement;40_310
8991;4;;RUE;DE L'AIRIAL;4;80;79,44;Appartement;40_312
8992;35;;RUE;SAINT LUBIN;2;49;42,75;Appartement;41_018
8993;8;;RUE;DES ETATS UNIS;3;58;55,82;Appartement;41_269
8994;13;;RUE;GEORGES MELY;5;88;89,31;Maison;42_044
8995;2;;RUE;DENFERT ROCHEREAU;4;106;101,7;Appartement;42_052
8996;576;;RTE;DE LA VALENCIERE;4;92;91,42;Maison;42_092
8997;5;;VOIE;DU TROISIEME MILLENAIRE;2;45;45,9;Appartement;42_123
8998;9002;;RUE;JEAN CLAUDE DELAY;4;83;82,75;Appartement;42_123
8999;4;;RUE;DES LEGOUVE;1;45;94,98;Appartement;42_147
9000;17;;RUE;SADI CARNOT;3;75;72,14;Appartement;42_189
9001;14;;RUE;CLAUDE DESGOUTTE;3;81;82,58;Appartement;42_237
9002;3;;RUE;DE LA SAUZEAT;4;91;91,8;Appartement;42_302
9003;19;;RUE;DU 14 JUILLET;2;70;53,39;Appartement;43_213
9004;26;;RUE;DU PRE POMMAN;5;98;96,65;Maison;44_010
9005;6;;ALL;DE LA GUILLERAIE;2;34;34,89;Appartement;44_055
9006;5;;AV;RENE GUY CADOU;2;44;40,87;Appartement;44_055
9007;16;;AV;DE LA LAMBARDE;3;60;57,35;Appartement;44_055
9008;16;;AV;DE LA LAMBARDE;3;60;58,17;Appartement;44_055
9009;41;;AV;OLIVIER GUICHARD;2;44;40,62;Appartement;44_055
9010;4;;ALL;DE LA MEUNERIE;4;80;80,68;Maison;44_069
9011;26;;RUE;EUGENE ET LEONCIE KERIVEL;3;66;66,03;Appartement;44_074
9012;4;;ALL;PAUL LE DROGO;2;53;52,13;Appartement;44_109
9013;8;;AV;D HOEDIC;4;77;77,48;Maison;44_109
9014;104;;RUE;DU CORPS DE GARDE;3;65;65,5;Appartement;44_109
9015;20;;RUE;EUGENE TESSIER;3;73;68;Appartement;44_109
9016;14;;RUE;GENERAL LECLERC;1;35;33,65;Appartement;44_135
9017;4;;ALL;DE KER MAHE;5;90;90,95;Maison;44_135
9018;9004;;RUE;LOUIS LODAY;4;77;77,27;Maison;44_135
9019;59;;AV;PRESIDENT ROOSEVELT;1;28;28,46;Appartement;44_154
9020;2;;RUE;DE BARBEZIEUX;4;81;80,6;Appartement;44_162
9021;8;;AV;DE LA REPUBLIQUE;1;45;45,18;Appartement;44_184
9022;9;;RUE;DE LA BLANCONNERIE;2;50;50,1;Appartement;44_204
9023;65;;ALL;DES LORIOTS;4;80;92,61;Maison;45_232
9024;229;;RUE;DE L ARDOUX;1;24;24,3;Appartement;45_232
9025;14;;RUE;DE LA CLAYE;2;42;41,73;Appartement;45_234
9026;5;B;MAIL;SUD;1;25;24,01;Appartement;45_252
9027;335;;RUE;ST AMBROISE;2;42;43;Appartement;46_042
9028;28;B;RUE;DE LA COLONNE;2;38;35,13;Appartement;47_001
9029;51;;RUE;D ANTIOCHE;4;80;79,7;Appartement;49_007
9030;3;;RUE;DES CHAMPS VERTS;1;33;33,25;Appartement;49_007
9031;11;;RUE;DU DEVAU;1;21;21,46;Appartement;49_099
9032;2;;RUE;DU MAINE;3;62;61,43;Appartement;49_347
9033;1;;ALL;DES PETITES ROCHES;2;47;47,24;Appartement;50_129
9034;3;;RUE;DU CLOS DU PUITS;2;40;44,8;Appartement;50_147
9035;9;;RUE;JEAN NICOLAS SUREAU;4;64;65,1;Appartement;51_573
9036;36;;RUE;DES ROSIERS;2;48;47,8;Appartement;52_353
9037;15;;RES;LES FLORES;2;37;36,81;Appartement;53_216
9038;5;;RUE;DES ECOLES;2;53;49,64;Appartement;54_115
9039;85;;BD;D HAUSSONVILLE;4;76;74,84;Appartement;54_395
9040;9;;RUE;D ALSACE;3;71;72,05;Appartement;54_439
9041;16;;RUE;D ALSACE;5;73;73,76;Appartement;54_547
9042;1;;RUE;DE LA POSTE;4;69;57,33;Appartement;56_181
9043;5;;RUE;DE PONT A MARCQ;5;115;113,71;Appartement;59_034
9044;12;;RES;FLANDRE;1;43;99,13;Appartement;59_163
9045;24;;BD;DE LA LIBERTE;3;85;99,35;Appartement;59_350
9046;119;;RUE;DE DOUAI;4;92;93,06;Appartement;59_350
9047;6;;AV;DU CHANCELIER ADENAUER;1;31;32,67;Appartement;59_410
9048;3;;RUE;DE LA REPUBLIQUE;3;73;74,1;Appartement;59_660
9049;9001;;RES;JEAN MERMOZ;5;106;111,15;Appartement;60_141
9050;12;;RUE;DES LONGUES RAYES;4;83;84,15;Maison;60_143
9051;14;;RUE;D AUSTERLITZ;2;27;21,71;Appartement;60_159
9052;265;;RUE;DE LA PRAIRIE;2;53;52,68;Appartement;60_382
9053;137;;RUE;PIERRE CURIE;1;30;30,5;Appartement;60_382
9054;61;;RUE;ROTHSCHILD;1;34;32,84;Appartement;62_108
9055;34;;RUE;PERROCHAUD;3;61;58;Appartement;62_108
9056;9;;RUE;DES RELIGIEUSES ANGLAISES;4;152;164,6;Maison;62_160
9057;15;;CAMI;DETHS AOUSETS;2;35;33,98;Appartement;65_168
9058;7;;RUE;DES QUATRE SAISONS;2;41;44,24;Appartement;66_124
9059;52;;RUE;DE LA SCIERIE;4;84;83,65;Maison;69_009
9060;43;B;RUE;PASTEUR;4;91;91,34;Maison;69_034
9061;91;;ALL;DES EGLANTINES;5;98;97,12;Maison;69_283
9062;2;;PL;TOBIE ROBATEL;3;67;67,2;Appartement;69_381
9063;5;;PL;ANTONIN PONCET;4;130;123,35;Appartement;69_382
9064;24;;RUE;DU PLAT;4;168;175,28;Appartement;69_382
9065;21;;RUE;JUIVERIE;1;26;25,5;Appartement;69_385
9066;18;;RUE;DE LA CLAIRE;2;40;40,05;Appartement;69_389
9067;2;;RUE;CHARLES NODIER;4;137;117;Appartement;70_311
9068;1;;RUE;DE L EGLISE;4;102;92,78;Appartement;70_447
9069;45;;RUE;GEORGES GENOUX;1;17;18,54;Appartement;70_550
9070;35;;AV;DU 19 MARS 1962;2;53;54,46;Appartement;72_003
9071;13;;RUE;DU SERGENT LEBOUC;3;64;61,91;Appartement;72_181
9072;1027;;RTE;DU MONT FAVY;1;18;15,05;Appartement;74_014
9073;3507;;RTE;DU COL DE MERDASSIER;1;34;22,2;Appartement;74_160
9074;389;;RUE;DU CRET DU MIDI;3;69;62,43;Appartement;74_173
9075;999;;AV;DE MIAGE;1;12;12,18;Appartement;74_236
9076;9;;RUE;DU CYGNE;2;49;47,02;Appartement;75_101
9077;34;;RUE;DE RICHELIEU;2;62;48,01;Appartement;75_101
9078;157;;RUE;MONTMARTRE;2;53;54,39;Appartement;75_102
9079;49;;RUE;SAINT SAUVEUR;1;28;28,34;Appartement;75_102
9080;14;;RUE;BARBETTE;1;15;17,87;Appartement;75_103
9081;35;;QUAI;D ANJOU;1;35;30,96;Appartement;75_104
9082;19;B;RUE;TOURNEFORT;2;48;48,43;Appartement;75_105
9083;7;;RUE;DE L ECOLE POLYTECHNIQUE;2;30;24,91;Appartement;75_105
9084;13;;RUE;DE BUCI;1;28;28,11;Appartement;75_106
9085;54;;RUE;NOTRE DAME DES CHAMPS;2;46;45,33;Appartement;75_106
9086;1;B;RUE;VANEAU;1;40;31,77;Appartement;75_107
9087;187;;RUE;DE L UNIVERSITE;3;76;75,03;Appartement;75_107
9088;7;;RUE;SEDILLOT;2;44;43,49;Appartement;75_107
9089;19;;RUE;DE LA TREMOILLE;3;84;81,52;Appartement;75_108
9090;6;;RUE;CADET;3;65;57,91;Appartement;75_109
9091;51;;RUE;DE ROCHECHOUART;3;79;70,69;Appartement;75_109
9092;57;;RUE;DE DUNKERQUE;2;42;38,22;Appartement;75_109
9093;35;;RUE;D ALSACE;3;43;33,56;Appartement;75_110
9094;99;;RUE;DU FBG DU TEMPLE;4;116;111,05;Appartement;75_110
9095;13;;RUE;PACHE;2;26;26,5;Appartement;75_111
9096;7;;AV;PHILIPPE AUGUSTE;2;29;35,5;Appartement;75_111
9097;10;;BD;DE PICPUS;3;42;42,12;Appartement;75_112
9098;70;;AV;DU GAL MICHEL BIZOT;2;32;36,47;Appartement;75_112
9099;9;;RUE;DE WATTIGNIES;2;35;34,72;Appartement;75_112
9100;115;;RUE;DE REUILLY;4;68;69,87;Appartement;75_112
9101;57;;RUE;DU DESSOUS DES BERGES;1;21;20,59;Appartement;75_113
9102;179;;RUE;DE TOLBIAC;3;62;62,95;Appartement;75_113
9103;70;;AV;JEAN MOULIN;3;91;90,18;Appartement;75_114
9104;119;;RUE;DIDOT;3;54;54,45;Appartement;75_114
9105;15;;RUE;GEORGES PITARD;2;45;43,01;Appartement;75_115
9106;12;;RUE;DE CADIX;3;60;62,75;Appartement;75_115
9107;215;;RUE;DE LA CROIX NIVERT;2;40;40,33;Appartement;75_115
9108;26;;RUE;FRANCOIS BONVIN;2;49;49,63;Appartement;75_115
9109;6;;RUE;BROWN SEQUARD;2;29;29,89;Appartement;75_115
9110;7;;RUE;CAMBRONNE;4;100;100,08;Appartement;75_115
9111;7;;RUE;FELIX FAURE;2;30;28,76;Appartement;75_115
9112;14;;AV;MARCEL PROUST;3;77;75,5;Appartement;75_116
9113;94;;RUE;DE L ASSOMPTION;2;48;47,63;Appartement;75_116
9114;3;;RUE;BENJAMIN FRANKLIN;5;131;133,68;Appartement;75_116
9115;18;;RUE;DES ACACIAS;2;52;37,48;Appartement;75_117
9116;11;;RUE;DE L ETOILE;2;30;27,66;Appartement;75_117
9117;22;;RUE;LAUGIER;3;64;65,7;Appartement;75_117
9118;3;;AV;DES CHASSEURS;1;26;24,87;Appartement;75_117
9119;113;;RUE;DE ROME;3;50;52,63;Appartement;75_117
9120;78;;BD;DES BATIGNOLLES;3;65;64,92;Appartement;75_117
9121;94;;RUE;LEGENDRE;2;48;50,22;Appartement;75_117
9122;6;;RUE;COUSTOU;2;30;29,32;Appartement;75_118
9123;19;;RUE;DUHESME;3;52;52,61;Appartement;75_118
9124;18;;RUE;DUHESME;2;45;41,41;Appartement;75_118
9125;45;;RUE;CUSTINE;2;41;32,52;Appartement;75_118
9126;13;;RUE;POULET;2;30;28,9;Appartement;75_118
9127;99;;AV;JEAN JAURES;2;40;40,74;Appartement;75_119
9128;22;;RUE;MANIN;3;52;54,86;Appartement;75_119
9129;97;;RUE;DE BELLEVILLE;2;48;35,4;Appartement;75_119
9130;14;;RUE;DU PLATEAU;1;20;40,08;Appartement;75_119
9131;31;;RUE;DU TRANSVAAL;3;64;64,77;Appartement;75_120
9132;128;;RUE;DES COURONNES;5;105;105,4;Appartement;75_120
9133;8;;RUE;BISSON;1;36;35,85;Appartement;75_120
9134;32;B;RUE;SORBIER;2;25;52,09;Appartement;75_120
9135;46;;RUE;HILAIRE COLOMBEL;3;60;61,49;Appartement;76_351
9136;79;B;RUE;COCHET;3;102;102,85;Appartement;76_351
9137;57;N;RUE;DU GENERAL DE GAULLE;4;89;89,63;Maison;77_005
9138;14;;RUE;DES BERGES;3;57;55,9;Appartement;77_018
9139;4;;RUE;DE LA CROIX DE TOULOUSE;3;81;87,99;Appartement;77_037
9140;19;;SQ;DU CINI;6;108;116,18;Maison;77_067
9141;13;;CRS;JACQUES CHABAN DELMAS;2;37;36,93;Appartement;77_108
9142;49;;AV;THIBAUD DE CHAMPAGNE;4;75;75,35;Appartement;77_111
9143;21;;RUE;DES BRANDONS;3;50;50,16;Appartement;77_122
9144;11;;AV;DES TILLEULS;5;114;108,6;Appartement;77_122
9145;296;;AV;DU COLONEL FABIEN;3;64;64,81;Appartement;77_152
9146;101;;BD;ROMAIN ROLLAND;4;74;75,3;Maison;77_215
9147;22;;RUE;ROGER;1;26;18,56;Appartement;77_243
9148;25;;AV;ALBERT CAMUS;5;126;141,5;Appartement;77_243
9149;7;;RUE;PASTEUR;3;65;64,79;Appartement;77_284
9150;17;;RUE;CORNILLON;3;89;81,6;Appartement;77_284
9151;8;;RUE;DU PALAIS DE JUSTICE;2;60;53,24;Appartement;77_284
9152;294;;RTE;DE BOISSISE;7;113;138,96;Maison;77_285
9153;24;;RUE;DU JEU DE PAUME;1;36;35,95;Appartement;77_296
9154;7;;ALL;DES HIRONDELLES;5;98;96,57;Maison;77_305
9155;34;;RUE;LEON RICHET;5;100;100,32;Maison;77_316
9156;1;;RUE;DES GRIMOINS;1;41;38,42;Appartement;77_318
9157;14;;AV;JEAN PHILIPPE RAMEAU;5;116;115,61;Maison;77_350
9158;2;;RUE;CHARLES PHILIPPE DE RIGAUD;3;90;90,87;Appartement;77_378
9159;34;;RUE;DE ROME;4;40;43,15;Appartement;77_393
9160;43;;AV;DU GEN DE GAULLE;2;45;43,68;Appartement;77_470
9161;9;;AV;ARLETTY;3;68;68,34;Appartement;78_073
9162;1;;;HAU DES MESANGES;3;65;62,48;Appartement;78_126
9163;9;;SQ;FRANCIS JAMMES;1;34;34,92;Appartement;78_208
9164;6;;BD;DU CHATEAU;2;41;41,32;Appartement;78_297
9165;21;;RUE;DE MONTBUISSON;4;88;80,23;Appartement;78_350
9166;35;;AV;BELLEFORIERE;3;55;56,29;Appartement;78_358
9167;69;;RUE;AUGUSTE RENOIR;6;102;104,04;Maison;78_401
9168;14;;ALL;DES EPINES;5;101;98,07;Appartement;78_423
9169;133;;RUE;DE VILLIERS;3;58;58,33;Appartement;78_498
9170;17;;RUE;MARYSE BASTIE;3;71;73,28;Appartement;78_498
9171;19;;RUE;MARYSE BASTIE;3;60;61,98;Appartement;78_498
9172;38;;RUE;DE LA MOTTE;2;59;57,6;Appartement;78_517
